,Name,Score,Original Price,Discount,Discounted Price,Platform,Win,Linux,Mac,Release Date
42,Hearts of Iron IV,9,"39,99€",-75%,"9,99€",1,1,1,"6 Jun, 2016"
43,Total War: WARHAMMER,7,"59,99€",-75%,"14,99€",1,1,1,"24 May, 2016"
44,Raft,9,"19,99€",-33%,"13,39€",1,0,0,"23 May, 2018"
45,The Elder Scrolls V: Skyrim Special Edition,9,"39,99€",-60%,"15,99€",1,0,0,"27 Oct, 2016"
46,Fallout 76,7,"39,99€",-67%,"13,19€",1,0,0,"14 Apr, 2020"
47,DiRT Rally 2.0,9,"19,99€",-75%,"4,99€",1,0,0,"25 Feb, 2019"
48,Warhammer: Vermintide 2,9,"27,99€",-75%,"6,99€",1,0,0,"8 Mar, 2018"
49,Cities: Skylines,9,"27,99€",-75%,"6,99€",1,1,1,"10 Mar, 2015"
50,Monster Hunter: World,9,"29,99€",-34%,"19,79€",1,0,0,"9 Aug, 2018"
51,EA STAR WARS™ TRIPLE BUNDLE,9,"149,97€",-67%,"49,89€",1,0,0,
52,Mafia: Definitive Edition,9,"39,99€",-25%,"29,99€",1,0,0,"24 Sep, 2020"
53,Dota 2,9,Free to Play,,Free to Play,1,1,1,"9 Jul, 2013"
54,Shadow of the Tomb Raider: Definitive Edition,9,,,,1,1,1,"14 Sep, 2018"
55,Deep Rock Galactic,10,"29,99€",-30%,"20,99€",1,0,0,"13 May, 2020"
56,F1® 2020,9,"54,99€",-50%,"27,49€",1,0,0,"9 Jul, 2020"
57,Need for Speed™ Heat,9,"69,99€",-70%,"20,99€",1,0,0,"4 Jun, 2020"
58,HITMAN™ 2,9,,,,1,0,0,"13 Nov, 2018"
59,Dead by Daylight,9,"19,99€",-60%,"7,99€",1,0,0,"14 Jun, 2016"
60,DayZ,6,"39,99€",-40%,"23,99€",1,0,0,"13 Dec, 2018"
61,Satisfactory,10,"29,99€",-20%,"23,99€",1,0,0,"8 Jun, 2020"
62,Hunt: Showdown,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2019"
63,STAR WARS Jedi: Fallen Order Deluxe Edition,9,"69,99€",-60%,"27,99€",1,0,0,"14 Nov, 2019"
64,Assassin's Creed® Origins,9,"59,99€",-80%,"11,99€",1,0,0,"26 Oct, 2017"
65,Fallout 4,7,"29,99€",-70%,"8,99€",1,0,0,"10 Nov, 2015"
66,ARK: Survival Evolved,7,"54,99€",-80%,"10,99€",1,1,1,"29 Aug, 2017"
67,Dishonored 2,9,"39,99€",-80%,"7,99€",1,0,0,"11 Nov, 2016"
68,Europa Universalis IV,9,"39,99€",-75%,"9,99€",1,1,1,"13 Aug, 2013"
69,Wasteland 3,9,"59,99€",-30%,"41,99€",1,0,0,"28 Aug, 2020"
70,NEKOPARA Vol. 4,9,"8,19€",-10%,"7,37€",1,0,0,"26 Nov, 2020"
71,Squad,9,"44,99€",-25%,"33,74€",1,0,0,"23 Sep, 2020"
72,Fall Guys: Ultimate Knockout,9,"19,99€",-20%,"15,99€",1,0,0,"3 Aug, 2020"
73,The Forest,9,"16,79€",-50%,"8,39€",1,0,0,"30 Apr, 2018"
74,American Truck Simulator,10,"19,99€",-75%,"4,99€",1,1,1,"2 Feb, 2016"
75,Arma 3,9,"27,99€",-75%,"6,99€",1,0,0,"12 Sep, 2013"
76,Black Desert Online,7,"9,99€",-70%,"2,99€",1,0,0,"24 May, 2017"
77,Middle-earth™: Shadow of War™,9,"39,99€",-80%,"7,99€",1,0,0,"10 Oct, 2017"
78,7 Days to Die,9,"22,99€",-66%,"7,81€",1,1,1,"13 Dec, 2013"
79,GreedFall,7,"49,99€",-60%,"19,99€",1,0,0,"9 Sep, 2019"
80,IL-2 Sturmovik: Battle of Stalingrad,7,"46,99€",-85%,"7,04€",1,0,0,"22 Oct, 2014"
81,Battlefield V,6,"59,99€",-60%,"23,99€",1,0,0,"11 Jun, 2020"
82,Age of Empires II: Definitive Edition,9,"19,99€",-50%,"9,99€",1,0,0,"14 Nov, 2019"
83,Tabletop Simulator,10,"19,99€",-50%,"9,99€",1,1,1,"5 Jun, 2015"
84,Assetto Corsa,9,"19,99€",-80%,"3,99€",1,0,0,"19 Dec, 2014"
85,Team Fortress 2,9,Free to Play,,Free to Play,1,1,1,"10 Oct, 2007"
86,STAR WARS™ Battlefront™ II,9,"39,99€",-70%,"11,99€",1,0,0,"11 Jun, 2020"
87,Hearts of Iron IV: Mobilization Pack,9,"104,95€",-64%,"38,20€",1,1,1,
88,Black Mesa,10,"17,99€",-50%,"8,99€",1,1,0,"6 Mar, 2020"
89,DOOM,9,"19,99€",-70%,"5,99€",1,0,0,"12 May, 2016"
90,Wreckfest,9,"29,99€",-50%,"14,99€",1,0,0,"14 Jun, 2018"
91,DARK SOULS™ II: Scholar of the First Sin,9,"39,99€",-75%,"9,99€",1,0,0,"1 Apr, 2015"
92,Mortal Kombat 11,9,"49,99€",-70%,"14,99€",1,0,0,"23 Apr, 2019"
93,Sniper Elite 4,9,"59,99€",-85%,"8,99€",1,0,0,"13 Feb, 2017"
94,Sid Meier's Civilization® VI: Gathering Storm,7,"39,99€",-60%,"15,99€",1,1,1,"13 Feb, 2019"
95,Noita,10,"18,99€",-25%,"14,24€",1,0,0,"15 Oct, 2020"
96,PAYDAY 2,9,"9,99€",-50%,"4,99€",1,1,0,"13 Aug, 2013"
97,Wolfenstein Alt History Collection,9,"99,96€",-81%,"19,40€",1,0,0,
98,Battlefield 1 ™,7,"39,99€",-75%,"9,99€",1,0,0,"11 Jun, 2020"
99,The Sims™ 4 Deluxe + Cats & Dogs Bundle,9,"89,98€",-81%,"17,14€",1,0,0,
100,Euro Truck Simulator 2 Map Booster,9,"81,95€",-75%,"20,86€",1,1,1,
101,Battlefield Bundle,7,"139,97€",-76%,"32,97€",1,0,0,
102,CODE VEIN,9,"49,99€",-60%,"19,99€",1,0,0,"26 Sep, 2019"
103,Monster Hunter World: Iceborne,6,"39,99€",-38%,"24,79€",1,0,0,"9 Jan, 2020"
104,Space Engineers,9,"16,99€",-30%,"11,89€",1,0,0,"28 Feb, 2019"
105,Command & Conquer™ Remastered Collection,9,"19,99€",-35%,"12,99€",1,0,0,"5 Jun, 2020"
106,TEKKEN 7,9,"39,99€",-75%,"9,99€",1,0,0,"1 Jun, 2017"
107,Kingdom Come: Deliverance,7,"29,99€",-50%,"14,99€",1,0,0,"13 Feb, 2018"
108,No Man's Sky,6,"54,99€",-50%,"27,49€",1,0,0,"12 Aug, 2016"
109,Farming Simulator 19,9,"19,99€",-30%,"13,99€",1,0,1,"19 Nov, 2018"
110,Total War: WARHAMMER II - The Twisted & The Twilight,,"9,99€",-10%,"8,99€",1,1,1,"3 Dec, 2020"
111,Gears 5,6,"39,99€",-75%,"9,99€",1,0,0,"9 Sep, 2019"
112,Borderlands: The Handsome Collection,9,"235,48€",-96%,"10,07€",1,1,1,
113,Planet Zoo,9,"44,99€",-40%,"26,99€",1,0,0,"5 Nov, 2019"
114,RACCOON CITY EDITION,9,"79,98€",-63%,"29,78€",1,0,0,
115,Detroit: Become Human,9,"39,90€",-30%,"27,93€",1,0,0,"18 Jun, 2020"
116,3DMark,9,"24,99€",-85%,"3,74€",1,0,0,"12 Feb, 2013"
117,The Sims™ 4 Cats & Dogs,7,"39,99€",-50%,"19,99€",1,0,0,"18 Jun, 2020"
118,Wolfenstein II: The New Colossus,7,"29,99€",-80%,"5,99€",1,0,0,"26 Oct, 2017"
119,The Elder Scrolls V: Skyrim VR,7,"59,99€",-67%,"19,79€",1,0,0,"2 Apr, 2018"
120,Far Cry® New Dawn,7,"44,99€",-75%,"11,24€",1,0,0,"15 Feb, 2019"
121,Grand Theft Auto V: Premium Online Edition,9,"39,98€",-60%,"15,98€",1,0,0,
122,Spyro™ Reignited Trilogy,10,"39,99€",-50%,"19,99€",1,0,0,"3 Sep, 2019"
123,Dying Light,9,"29,99€",-66%,"10,19€",1,1,1,"26 Jan, 2015"
124,Titanfall® 2,10,"29,99€",-67%,"9,89€",1,0,0,"18 Jun, 2020"
,Name,Score,Original Price,Discount,Discounted Price,Win,Linux,Mac,Release Date
0,Counter-Strike: Global Offensive,9,Free to Play,,Free to Play,1,1,1,"21 Aug, 2012"
1,DOOM Eternal,9,"59,99€",-67%,"19,79€",1,0,0,"19 Mar, 2020"
2,The Sims™ 4,9,"39,99€",-88%,"4,79€",1,0,0,"18 Jun, 2020"
3,Red Dead Redemption 2,9,"59,99€",-33%,"40,19€",1,0,0,"5 Dec, 2019"
4,Halo: The Master Chief Collection,9,"39,99€",-35%,"25,99€",1,0,0,"3 Dec, 2019"
5,DEATH STRANDING,9,"59,99€",-50%,"29,99€",1,0,0,"14 Jul, 2020"
6,STAR WARS Jedi: Fallen Order™,9,"59,99€",-60%,"23,99€",1,0,0,"15 Nov, 2019"
7,Sid Meier’s Civilization® VI,9,"59,99€",-75%,"14,99€",1,1,1,"20 Oct, 2016"
8,Borderlands 3,9,"59,99€",-67%,"19,79€",1,0,0,"13 Mar, 2020"
9,Control Ultimate Edition,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2020"
10,Total War: WARHAMMER II,9,"59,99€",-66%,"20,39€",1,1,1,"28 Sep, 2017"
11,Sid Meier's Civilization VI : Platinum Edition,9,"167,91€",-76%,"39,69€",1,1,1,
12,Hades,10,"20,99€",-20%,"16,79€",1,0,1,"17 Sep, 2020"
13,Euro Truck Simulator 2,10,"19,99€",-75%,"4,99€",1,1,1,"12 Oct, 2012"
14,STAR WARS™: Squadrons,7,"39,99€",-40%,"23,99€",1,0,0,"1 Oct, 2020"
15,Grand Theft Auto V,9,"29,99€",-50%,"14,99€",1,0,0,"13 Apr, 2015"
16,Far Cry® 5,7,"59,99€",-80%,"11,99€",1,0,0,"26 Mar, 2018"
17,Phasmophobia,10,"11,59€",-10%,"10,43€",1,0,0,"18 Sep, 2020"
18,Among Us,10,"3,99€",-20%,"3,19€",1,0,0,"16 Nov, 2018"
19,Divinity: Original Sin 2 - Definitive Edition,10,"44,99€",-60%,"17,99€",1,0,1,"14 Sep, 2017"
20,Crusader Kings III,9,"49,99€",-20%,"39,99€",1,1,1,"1 Sep, 2020"
21,Metro Exodus,9,"39,99€",-60%,"15,99€",1,0,0,"14 Feb, 2020"
22,Resident Evil 3,7,"59,99€",-67%,"19,79€",1,0,0,"2 Apr, 2020"
23,DARK SOULS™ III,9,"59,99€",-75%,"14,99€",1,0,0,"11 Apr, 2016"
24,Assassin's Creed® Odyssey,9,"59,99€",-70%,"17,99€",1,0,0,"5 Oct, 2018"
25,theHunter: Call of the Wild™,9,"19,99€",-70%,"5,99€",1,0,0,"16 Feb, 2017"
26,The Witcher® 3: Wild Hunt,10,"29,99€",-70%,"8,99€",1,0,0,"18 May, 2015"
27,The Witcher 3: Wild Hunt - Game of the Year Edition,10,"49,99€",-70%,"14,99€",1,0,0,"30 Aug, 2016"
28,Sea of Thieves,9,"39,99€",-25%,"29,99€",1,0,0,"3 Jun, 2020"
29,Stellaris,9,"39,99€",-75%,"9,99€",1,1,1,"9 May, 2016"
30,Tom Clancy's Rainbow Six® Siege,9,"29,99€",-67%,"9,89€",1,0,0,"1 Dec, 2015"
31,Ori and the Will of the Wisps,10,"29,99€",-50%,"14,99€",1,0,0,"10 Mar, 2020"
32,DARK SOULS III Deluxe Edition,9,"84,98€",-75%,"21,24€",1,0,0,"11 Apr, 2016"
33,Half-Life: Alyx,10,"49,99€",-25%,"37,49€",1,0,0,"23 Mar, 2020"
34,Sekiro™: Shadows Die Twice - GOTY Edition,9,"59,99€",-35%,"38,99€",1,0,0,"21 Mar, 2019"
35,EA STAR WARS™ TRIPLE BUNDLE,9,"149,97€",-67%,"49,89€",1,0,0,
36,The Elder Scrolls® Online,9,"19,99€",-60%,"7,99€",1,0,1,"22 May, 2017"
37,The Outer Worlds,9,"59,99€",-50%,"29,99€",1,0,0,"23 Oct, 2020"
38,Rust,9,"33,99€",-33%,"22,77€",1,0,1,"8 Feb, 2018"
39,Assetto Corsa Competizione,9,"39,99€",-60%,"15,99€",1,0,0,"29 May, 2019"
40,EA SPORTS™ FIFA 21,7,"59,99€",-42%,"34,79€",1,0,0,"8 Oct, 2020"
41,PLAYERUNKNOWN'S BATTLEGROUNDS,6,"29,99€",-50%,"14,99€",1,0,0,"21 Dec, 2017"
42,STAR WARS Jedi: Fallen Order Deluxe Edition,9,"69,99€",-60%,"27,99€",1,0,0,"14 Nov, 2019"
43,Total War: WARHAMMER,7,"59,99€",-75%,"14,99€",1,1,1,"24 May, 2016"
44,Hearts of Iron IV,9,"39,99€",-75%,"9,99€",1,1,1,"6 Jun, 2016"
45,DiRT Rally 2.0,9,"19,99€",-75%,"4,99€",1,0,0,"25 Feb, 2019"
46,Raft,9,"19,99€",-33%,"13,39€",1,0,0,"23 May, 2018"
47,The Elder Scrolls V: Skyrim Special Edition,9,"39,99€",-60%,"15,99€",1,0,0,"27 Oct, 2016"
48,Shadow of the Tomb Raider: Definitive Edition,9,"109,96€",-87%,"14,80€",1,1,1,
49,Fallout 76,7,"39,99€",-67%,"13,19€",1,0,0,"14 Apr, 2020"
50,Warhammer: Vermintide 2,9,"27,99€",-75%,"6,99€",1,0,0,"8 Mar, 2018"
51,Mafia: Definitive Edition,9,"39,99€",-25%,"29,99€",1,0,0,"24 Sep, 2020"
52,Dead by Daylight,9,"19,99€",-60%,"7,99€",1,0,0,"14 Jun, 2016"
53,Fall Guys: Ultimate Knockout,9,"19,99€",-20%,"15,99€",1,0,0,"3 Aug, 2020"
54,F1® 2020,9,"54,99€",-50%,"27,49€",1,0,0,"9 Jul, 2020"
55,Cities: Skylines,9,"27,99€",-75%,"6,99€",1,1,1,"10 Mar, 2015"
56,DayZ,6,"39,99€",-40%,"23,99€",1,0,0,"13 Dec, 2018"
57,NEKOPARA Vol. 4,9,"8,19€",-10%,"7,37€",1,0,0,"26 Nov, 2020"
58,Dota 2,9,Free to Play,,Free to Play,1,1,1,"9 Jul, 2013"
59,Need for Speed™ Heat,9,"69,99€",-70%,"20,99€",1,0,0,"4 Jun, 2020"
60,HITMAN™ 2,9,,,,1,0,0,"13 Nov, 2018"
61,Wasteland 3,9,"59,99€",-30%,"41,99€",1,0,0,"28 Aug, 2020"
62,Shadow of the Tomb Raider: Definitive Edition,9,,,,1,1,1,"14 Sep, 2018"
63,Deep Rock Galactic,10,"29,99€",-30%,"20,99€",1,0,0,"13 May, 2020"
64,Assassin's Creed® Origins,9,"59,99€",-80%,"11,99€",1,0,0,"26 Oct, 2017"
65,Fallout 4,7,"29,99€",-70%,"8,99€",1,0,0,"10 Nov, 2015"
66,Black Desert Online,7,"9,99€",-70%,"2,99€",1,0,0,"24 May, 2017"
67,Monster Hunter: World,9,"29,99€",-34%,"19,79€",1,0,0,"9 Aug, 2018"
68,Hunt: Showdown,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2019"
69,The Forest,9,"16,79€",-50%,"8,39€",1,0,0,"30 Apr, 2018"
70,ARK: Survival Evolved,7,"54,99€",-80%,"10,99€",1,1,1,"29 Aug, 2017"
71,Squad,9,"44,99€",-25%,"33,74€",1,0,0,"23 Sep, 2020"
72,Satisfactory,10,"29,99€",-20%,"23,99€",1,0,0,"8 Jun, 2020"
73,Dishonored 2,9,"39,99€",-80%,"7,99€",1,0,0,"11 Nov, 2016"
74,Arma 3,9,"27,99€",-75%,"6,99€",1,0,0,"12 Sep, 2013"
75,Europa Universalis IV,9,"39,99€",-75%,"9,99€",1,1,1,"13 Aug, 2013"
76,Middle-earth™: Shadow of War™,9,"39,99€",-80%,"7,99€",1,0,0,"10 Oct, 2017"
77,American Truck Simulator,10,"19,99€",-75%,"4,99€",1,1,1,"2 Feb, 2016"
78,Wolfenstein Alt History Collection,9,"99,96€",-81%,"19,40€",1,0,0,
79,GreedFall,7,"49,99€",-60%,"19,99€",1,0,0,"9 Sep, 2019"
80,7 Days to Die,9,"22,99€",-66%,"7,81€",1,1,1,"13 Dec, 2013"
81,Age of Empires II: Definitive Edition,9,"19,99€",-50%,"9,99€",1,0,0,"14 Nov, 2019"
82,Tabletop Simulator,10,"19,99€",-50%,"9,99€",1,1,1,"5 Jun, 2015"
83,The Sims™ 4 Deluxe + Cats & Dogs Bundle,9,"89,98€",-81%,"17,14€",1,0,0,
84,STAR WARS™ Battlefront™ II,9,"39,99€",-70%,"11,99€",1,0,0,"11 Jun, 2020"
85,Assetto Corsa,9,"19,99€",-80%,"3,99€",1,0,0,"19 Dec, 2014"
86,Grand Theft Auto V: Premium Online Edition,9,"39,98€",-60%,"15,98€",1,0,0,
87,IL-2 Sturmovik: Battle of Stalingrad,7,"46,99€",-85%,"7,04€",1,0,0,"22 Oct, 2014"
88,DOOM,9,"19,99€",-70%,"5,99€",1,0,0,"12 May, 2016"
89,Black Mesa,10,"17,99€",-50%,"8,99€",1,1,0,"6 Mar, 2020"
90,Noita,10,"18,99€",-25%,"14,24€",1,0,0,"15 Oct, 2020"
91,Wreckfest,9,"29,99€",-50%,"14,99€",1,0,0,"14 Jun, 2018"
92,Team Fortress 2,9,Free to Play,,Free to Play,1,1,1,"10 Oct, 2007"
93,RACCOON CITY EDITION,9,"79,98€",-63%,"29,78€",1,0,0,
94,Planet Zoo,9,"44,99€",-40%,"26,99€",1,0,0,"5 Nov, 2019"
95,Battlefield 1 ™,7,"39,99€",-75%,"9,99€",1,0,0,"11 Jun, 2020"
96,Detroit: Become Human,9,"39,90€",-30%,"27,93€",1,0,0,"18 Jun, 2020"
97,Sniper Elite 4,9,"59,99€",-85%,"8,99€",1,0,0,"13 Feb, 2017"
98,DARK SOULS™ II: Scholar of the First Sin,9,"39,99€",-75%,"9,99€",1,0,0,"1 Apr, 2015"
99,Battlefield V,6,"59,99€",-60%,"23,99€",1,0,0,"11 Jun, 2020"
100,Euro Truck Simulator 2 Map Booster,9,"81,95€",-75%,"20,86€",1,1,1,
101,Wolfenstein II: The New Colossus,7,"29,99€",-80%,"5,99€",1,0,0,"26 Oct, 2017"
102,Sid Meier's Civilization® VI: Gathering Storm,7,"39,99€",-60%,"15,99€",1,1,1,"13 Feb, 2019"
103,Fallout 4: Game of the Year Edition,7,"59,99€",-67%,"19,79€",1,0,0,"10 Nov, 2015"
104,PAYDAY 2,9,"9,99€",-50%,"4,99€",1,1,0,"13 Aug, 2013"
105,TEKKEN 7,9,"39,99€",-75%,"9,99€",1,0,0,"1 Jun, 2017"
106,3DMark,9,"24,99€",-85%,"3,74€",1,0,0,"12 Feb, 2013"
107,Command & Conquer™ Remastered Collection,9,"19,99€",-35%,"12,99€",1,0,0,"5 Jun, 2020"
108,Space Engineers,9,"16,99€",-30%,"11,89€",1,0,0,"28 Feb, 2019"
109,No Man's Sky,6,"54,99€",-50%,"27,49€",1,0,0,"12 Aug, 2016"
110,Borderlands: The Handsome Collection,9,"235,48€",-96%,"10,07€",1,1,1,
111,Kingdom Come: Deliverance,7,"29,99€",-50%,"14,99€",1,0,0,"13 Feb, 2018"
112,The Sims™ 4 Cats & Dogs,7,"39,99€",-50%,"19,99€",1,0,0,"18 Jun, 2020"
113,Gears 5,6,"39,99€",-75%,"9,99€",1,0,0,"9 Sep, 2019"
114,Total War: WARHAMMER II - The Twisted & The Twilight,,"9,99€",-10%,"8,99€",1,1,1,"3 Dec, 2020"
115,Total War: THREE KINGDOMS,9,"59,99€",-33%,"40,19€",1,1,1,"23 May, 2019"
116,Mortal Kombat 11,9,"49,99€",-70%,"14,99€",1,0,0,"23 Apr, 2019"
117,Hearts of Iron IV: Mobilization Pack,9,"104,95€",-64%,"38,20€",1,1,1,
118,CODE VEIN,9,"49,99€",-60%,"19,99€",1,0,0,"26 Sep, 2019"
119,Battlefield 4™,9,"39,99€",-75%,"9,99€",1,0,0,"11 Jun, 2020"
120,BioShock Infinite,10,"29,99€",-75%,"7,49€",1,1,1,"26 Mar, 2013"
121,Monster Hunter World: Iceborne,6,"39,99€",-38%,"24,79€",1,0,0,"9 Jan, 2020"
122,Far Cry® New Dawn,7,"44,99€",-75%,"11,24€",1,0,0,"15 Feb, 2019"
123,Farming Simulator 19,9,"19,99€",-30%,"13,99€",1,0,1,"19 Nov, 2018"
124,Spyro™ Reignited Trilogy,10,"39,99€",-50%,"19,99€",1,0,0,"3 Sep, 2019"
,Name,Score,Original Price,Discount,Discounted Price,Win,Linux,Mac,Release Date,Time
0,Counter-Strike: Global Offensive,9,Free to Play,,Free to Play,1,1,1,"21 Aug, 2012",2020-11-27 12:17:50.959941
1,DOOM Eternal,9,"59,99€",-67%,"19,79€",1,0,0,"19 Mar, 2020",2020-11-27 12:17:50.960007
2,The Sims™ 4,9,"39,99€",-88%,"4,79€",1,0,0,"18 Jun, 2020",2020-11-27 12:17:50.960060
3,Borderlands 3,9,"59,99€",-67%,"19,79€",1,0,0,"13 Mar, 2020",2020-11-27 12:17:50.960111
4,Red Dead Redemption 2,9,"59,99€",-33%,"40,19€",1,0,0,"5 Dec, 2019",2020-11-27 12:17:50.960162
5,Sid Meier’s Civilization® VI,9,"59,99€",-75%,"14,99€",1,1,1,"20 Oct, 2016",2020-11-27 12:17:50.960216
6,Halo: The Master Chief Collection,9,"39,99€",-35%,"25,99€",1,0,0,"3 Dec, 2019",2020-11-27 12:17:50.960270
7,Total War: WARHAMMER II,9,"59,99€",-66%,"20,39€",1,1,1,"28 Sep, 2017",2020-11-27 12:17:50.960323
8,DEATH STRANDING,9,"59,99€",-50%,"29,99€",1,0,0,"14 Jul, 2020",2020-11-27 12:17:50.960372
9,Control Ultimate Edition,9,"39,99€",-50%,"19,99€",1,0,0,"27 Aug, 2020",2020-11-27 12:17:50.960420
10,STAR WARS Jedi: Fallen Order™,9,"59,99€",-60%,"23,99€",1,0,0,"15 Nov, 2019",2020-11-27 12:17:50.960477
11,Hades,10,"20,99€",-20%,"16,79€",1,0,1,"17 Sep, 2020",2020-11-27 12:17:50.960528
12,The Witcher 3: Wild Hunt - Game of the Year Edition,10,"49,99€",-70%,"14,99€",1,0,0,"30 Aug, 2016",2020-11-27 12:17:50.960578
13,DARK SOULS™ III,9,"59,99€",-75%,"14,99€",1,0,0,"11 Apr, 2016",2020-11-27 12:17:50.960628
14,The Witcher® 3: Wild Hunt,10,"29,99€",-70%,"8,99€",1,0,0,"18 May, 2015",2020-11-27 12:17:50.960686
15,Assassin's Creed® Odyssey,9,"59,99€",-70%,"17,99€",1,0,0,"5 Oct, 2018",2020-11-27 12:17:50.960737
16,Euro Truck Simulator 2,10,"19,99€",-75%,"4,99€",1,1,1,"12 Oct, 2012",2020-11-27 12:17:50.960788
17,Metro Exodus,9,"39,99€",-60%,"15,99€",1,0,0,"14 Feb, 2020",2020-11-27 12:17:50.960838
18,STAR WARS™: Squadrons,7,"39,99€",-40%,"23,99€",1,0,0,"1 Oct, 2020",2020-11-27 12:17:50.960888
19,Grand Theft Auto V,9,"29,99€",-50%,"14,99€",1,0,0,"13 Apr, 2015",2020-11-27 12:17:50.960941
20,The Elder Scrolls® Online,9,"19,99€",-60%,"7,99€",1,0,1,"22 May, 2017",2020-11-27 12:17:50.960991
21,Among Us,10,"3,99€",-20%,"3,19€",1,0,0,"16 Nov, 2018",2020-11-27 12:17:50.961037
22,Half-Life: Alyx,10,"49,99€",-25%,"37,49€",1,0,0,"23 Mar, 2020",2020-11-27 12:17:50.961080
23,Stellaris,9,"39,99€",-75%,"9,99€",1,1,1,"9 May, 2016",2020-11-27 12:17:50.961125
24,DARK SOULS III Deluxe Edition,9,"84,98€",-75%,"21,24€",1,0,0,"11 Apr, 2016",2020-11-27 12:17:50.961168
25,Divinity: Original Sin 2 - Definitive Edition,10,"44,99€",-60%,"17,99€",1,0,1,"14 Sep, 2017",2020-11-27 12:17:51.941108
26,Resident Evil 3,7,"59,99€",-67%,"19,79€",1,0,0,"2 Apr, 2020",2020-11-27 12:17:51.941176
27,DiRT Rally 2.0,9,"19,99€",-75%,"4,99€",1,0,0,"25 Feb, 2019",2020-11-27 12:17:51.941234
28,Sea of Thieves,9,"39,99€",-25%,"29,99€",1,0,0,"3 Jun, 2020",2020-11-27 12:17:51.941290
29,Tom Clancy's Rainbow Six® Siege,9,"29,99€",-67%,"9,89€",1,0,0,"1 Dec, 2015",2020-11-27 12:17:51.941347
30,Ori and the Will of the Wisps,10,"29,99€",-50%,"14,99€",1,0,0,"10 Mar, 2020",2020-11-27 12:17:51.941403
31,Far Cry® 5,7,"59,99€",-80%,"11,99€",1,0,0,"26 Mar, 2018",2020-11-27 12:17:51.941458
32,Phasmophobia,10,"11,59€",-10%,"10,43€",1,0,0,"18 Sep, 2020",2020-11-27 12:17:51.941515
33,The Elder Scrolls V: Skyrim Special Edition,9,"39,99€",-60%,"15,99€",1,0,0,"27 Oct, 2016",2020-11-27 12:17:51.941569
34,Dota 2,9,Free to Play,,Free to Play,1,1,1,"9 Jul, 2013",2020-11-27 12:17:51.941607
35,EA SPORTS™ FIFA 21,7,"59,99€",-42%,"34,79€",1,0,0,"8 Oct, 2020",2020-11-27 12:17:51.941661
36,The Outer Worlds,9,"59,99€",-50%,"29,99€",1,0,0,"23 Oct, 2020",2020-11-27 12:17:51.941715
37,theHunter: Call of the Wild™,9,"19,99€",-70%,"5,99€",1,0,0,"16 Feb, 2017",2020-11-27 12:17:51.941769
38,Monster Hunter: World,9,"29,99€",-34%,"19,79€",1,0,0,"9 Aug, 2018",2020-11-27 12:17:51.941824
39,Cities: Skylines,9,"27,99€",-75%,"6,99€",1,1,1,"10 Mar, 2015",2020-11-27 12:17:51.941880
40,Rust,9,"33,99€",-33%,"22,77€",1,0,1,"8 Feb, 2018",2020-11-27 12:17:51.941935
41,Dead by Daylight,9,"19,99€",-60%,"7,99€",1,0,0,"14 Jun, 2016",2020-11-27 12:17:51.941989
42,Sid Meier's Civilization VI : Platinum Edition,9,"167,91€",-76%,"39,69€",1,1,1,,2020-11-27 12:17:51.942044
43,Shadow of the Tomb Raider: Definitive Edition,9,"109,96€",-87%,"14,80€",1,1,1,,2020-11-27 12:17:51.942100
44,Fallout 76,7,"39,99€",-67%,"13,19€",1,0,0,"14 Apr, 2020",2020-11-27 12:17:51.942155
45,Mafia: Definitive Edition,9,"39,99€",-25%,"29,99€",1,0,0,"24 Sep, 2020",2020-11-27 12:17:51.942209
46,Hearts of Iron IV,9,"39,99€",-75%,"9,99€",1,1,1,"6 Jun, 2016",2020-11-27 12:17:51.942265
47,Raft,9,"19,99€",-33%,"13,39€",1,0,0,"23 May, 2018",2020-11-27 12:17:51.942316
48,Crusader Kings III,9,"49,99€",-20%,"39,99€",1,1,1,"1 Sep, 2020",2020-11-27 12:17:51.942365
49,Shadow of the Tomb Raider: Definitive Edition,9,,,,1,1,1,"14 Sep, 2018",2020-11-27 12:17:51.942397
50,PLAYERUNKNOWN'S BATTLEGROUNDS,6,"29,99€",-50%,"14,99€",1,0,0,"21 Dec, 2017",2020-11-27 12:17:52.871735
51,Assetto Corsa Competizione,9,"39,99€",-60%,"15,99€",1,0,0,"29 May, 2019",2020-11-27 12:17:52.871823
52,Total War: WARHAMMER,7,"59,99€",-75%,"14,99€",1,1,1,"24 May, 2016",2020-11-27 12:17:52.871884
53,Sekiro™: Shadows Die Twice - GOTY Edition,9,"59,99€",-35%,"38,99€",1,0,0,"21 Mar, 2019",2020-11-27 12:17:52.871941
54,Assassin's Creed® Origins,9,"59,99€",-80%,"11,99€",1,0,0,"26 Oct, 2017",2020-11-27 12:17:52.871997
55,Wasteland 3,9,"59,99€",-30%,"41,99€",1,0,0,"28 Aug, 2020",2020-11-27 12:17:52.872052
56,EA STAR WARS™ TRIPLE BUNDLE,9,"149,97€",-67%,"49,89€",1,0,0,,2020-11-27 12:17:52.872105
